BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
D000615,HON. JEFF DUNCAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0485114,EDWARDS KATHERINE E.,1/3/2017,1/26/2017,FOOD & BEVERAGE,127.7,2017,EDWARDS KATHERINE E.
D000615,HON. JEFF DUNCAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0496269,EDWARDS KATHERINE E.,2/7/2017,2/17/2017,FOOD & BEVERAGE,110,2017,EDWARDS KATHERINE E.
E000290,HON. DONNA F. EDWARDS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0474882,ANITA ROBINSON MINOR,11/17/2016,11/17/2016,FOOD & BEVERAGE,500,2016,ANITA ROBINSON MINOR
E000294,HON. TOM EMMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-WACONIA CHAMBER OF COM,1/3/2017,1/28/2017,FOOD & BEVERAGE,300,2017,CITI PCARD-WACONIA CHAMBER OF COM
E000297,HON. ADRIANO ESPAILLAT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493527,MELBA WILSON MCGILL,2/24/2017,2/24/2017,FOOD & BEVERAGE,1575,2017,MELBA WILSON MCGILL
E000297,HON. ADRIANO ESPAILLAT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-DUNKIN,1/29/2017,2/28/2017,FOOD & BEVERAGE,107.45,2017,CITI PCARD-DUNKIN
E000293,HON. ELIZABETH H. ESTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-STATE LEGISLATIVE OFFI,1/29/2017,2/28/2017,FOOD & BEVERAGE,255,2017,CITI PCARD-STATE LEGISLATIVE OFFI
E000293,HON. ELIZABETH H. ESTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0473304,VOGT SHERRI,12/19/2016,12/19/2016,FOOD & BEVERAGE,500,2016,VOGT SHERRI
F000460,HON. BLAKE FARENTHOLD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/21/2016,12/21/2016,FOOD & BEVERAGE,185.34,2016,BOISE CASCADE COMPANY
F000451,HON. MICHAEL G. FITZPATRICK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478729,MULHOLLAND STACEY L.,9/10/2016,9/10/2016,FOOD & BEVERAGE,127.19,2016,MULHOLLAND STACEY L.
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/30/2017,AP,E0473589,LIED LODGE & CONFERENCE CENTER,12/12/2016,12/14/2016,FOOD & BEVERAGE,757.9,2016,LIED LODGE & CONFERENCE CENTER
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0485234,LATSCHS INC,9/30/2016,9/30/2016,FOOD & BEVERAGE,138.73,2016,LATSCHS INC
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,912292,CITIBANK GOV CARD SERVICE,10/26/2016,10/26/2016,FOOD & BEVERAGE,672.11,2016,CITIBANK GOV CARD SERVICE
F000450,HON. VIRGINIA FOXX,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/19/2016,12/19/2016,FOOD & BEVERAGE,619.66,2016,BOISE CASCADE COMPANY
F000450,HON. VIRGINIA FOXX,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,12/30/2016,12/30/2016,FOOD & BEVERAGE,137.14,2016,BOISE CASCADE COMPANY
F000462,HON. LOIS FRANKEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0495708,CHO JAMES,1/27/2017,2/3/2017,FOOD & BEVERAGE,135.5,2017,CHO JAMES
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478469,HAYES JONATHAN H.,1/5/2017,1/5/2017,FOOD & BEVERAGE,127.55,2017,HAYES JONATHAN H.
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/13/2017,1/13/2017,FOOD & BEVERAGE,114.61,2017,BOISE CASCADE COMPANY
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/16/2017,AP,E0496032,HAYES JONATHAN H.,3/3/2017,3/3/2017,FOOD & BEVERAGE,310.06,2017,HAYES JONATHAN H.
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0499445,HAYES JONATHAN H.,3/1/2017,3/17/2017,FOOD & BEVERAGE,160.63,2017,HAYES JONATHAN H.
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0476977,HAYES JONATHAN H.,1/2/2017,1/2/2017,FOOD & BEVERAGE,120.38,2017,HAYES JONATHAN H.
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0476976,CITIBANK GOV CARD SERVICE,12/15/2016,12/22/2016,FOOD & BEVERAGE,387.59,2016,CITIBANK GOV CARD SERVICE
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478458,CITIBANK GOV CARD SERVICE,12/3/2016,12/3/2016,FOOD & BEVERAGE,200,2016,CITIBANK GOV CARD SERVICE
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478458,CITIBANK GOV CARD SERVICE,12/4/2016,12/4/2016,FOOD & BEVERAGE,209,2016,CITIBANK GOV CARD SERVICE
F000372,HON. RODNEY P. FRELINGHUYSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,E0501419,HAMILTON JOAN,2/25/2017,2/25/2017,FOOD & BEVERAGE,157.23,2017,HAMILTON JOAN
F000372,HON. RODNEY P. FRELINGHUYSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0473310,HAMILTON JOAN,11/5/2016,11/11/2016,FOOD & BEVERAGE,414.37,2016,HAMILTON JOAN
F000455,HON. MARCIA FUDGE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-BOB EVANS REST,1/29/2017,2/28/2017,FOOD & BEVERAGE,180,2017,CITI PCARD-BOB EVANS REST
F000455,HON. MARCIA FUDGE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/6/2017,AP,E0480327,DAVES SUPERMARKET INC,12/15/2016,12/15/2016,FOOD & BEVERAGE,108.06,2016,DAVES SUPERMARKET INC
G000571,HON. TULSI GABBARD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-TARGET,1/3/2017,1/28/2017,FOOD & BEVERAGE,117.98,2017,CITI PCARD-TARGET
G000571,HON. TULSI GABBARD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/10/2017,AP,E0476554,MCMILLIAN CATHERINE C.,12/7/2016,12/7/2016,FOOD & BEVERAGE,112.84,2016,MCMILLIAN CATHERINE C.
G000571,HON. TULSI GABBARD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-COSTCO WHSE,12/29/2016,1/2/2017,FOOD & BEVERAGE,300.47,2017,CITI PCARD-COSTCO WHSE
G000578,HON. MATT GAETZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-GROVER TS BBQ,1/29/2017,2/28/2017,FOOD & BEVERAGE,2081.16,2017,CITI PCARD-GROVER TS BBQ
G000574,HON. RUBEN GALLEGO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/13/2017,1/13/2017,FOOD & BEVERAGE,136.96,2017,BOISE CASCADE COMPANY
G000559,HON. JOHN GARAMENDI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478507,GIBBS DEBBI,10/8/2016,10/13/2016,FOOD & BEVERAGE,116.36,2016,GIBBS DEBBI
G000559,HON. JOHN GARAMENDI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0488107,EVALLE JOHN G.,12/3/2016,12/3/2016,FOOD & BEVERAGE,151.79,2016,EVALLE JOHN G.
G000563,HON. BOB GIBBS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-WAL-MART,1/3/2017,1/28/2017,FOOD & BEVERAGE,121.99,2017,CITI PCARD-WAL-MART
G000563,HON. BOB GIBBS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/28/2017,AP,902452,DILWORTH RYAN P.,1/10/2017,1/26/2017,FOOD & BEVERAGE,103,2017,DILWORTH RYAN P.
G000563,HON. BOB GIBBS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,902453,KIKO JENNIFER M.,1/20/2017,2/1/2017,FOOD & BEVERAGE,161.01,2017,KIKO JENNIFER M.
G000563,HON. BOB GIBBS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,902451,AVI FOOD SYSTEMS INC,8/24/2016,8/24/2016,FOOD & BEVERAGE,109,2016,AVI FOOD SYSTEMS INC
G000552,HON. LOUIE GOHMERT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0473643,VOGT LORI A.,11/28/2016,11/28/2016,FOOD & BEVERAGE,104.32,2016,VOGT LORI A.
G000582,HON. JENNIFFER GONZALEZ-COLON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478338,CAPITOL  HOST,1/3/2017,1/3/2017,FOOD & BEVERAGE,1475.23,2017,CAPITOL  HOST
G000582,HON. JENNIFFER GONZALEZ-COLON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478589,CAPITOL  HOST,1/4/2017,1/4/2017,FOOD & BEVERAGE,456.26,2017,CAPITOL  HOST
G000582,HON. JENNIFFER GONZALEZ-COLON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/30/2017,AP,E0483155,CAPITOL  HOST,1/19/2017,1/19/2017,FOOD & BEVERAGE,261.72,2017,CAPITOL  HOST
G000582,HON. JENNIFFER GONZALEZ-COLON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/30/2017,AP,E0483163,CAPITOL  HOST,1/19/2017,1/19/2017,FOOD & BEVERAGE,225.47,2017,CAPITOL  HOST
G000582,HON. JENNIFFER GONZALEZ-COLON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,E0491316,AAA COFFEE BREAK SERVICE,2/3/2017,2/3/2017,FOOD & BEVERAGE,124.7,2017,AAA COFFEE BREAK SERVICE
G000582,HON. JENNIFFER GONZALEZ-COLON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,E0491318,AAA COFFEE BREAK SERVICE,1/10/2017,1/10/2017,FOOD & BEVERAGE,154.4,2017,AAA COFFEE BREAK SERVICE
G000582,HON. JENNIFFER GONZALEZ-COLON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/16/2017,AP,E0497182,AAA COFFEE BREAK SERVICE,3/6/2017,3/6/2017,FOOD & BEVERAGE,154.4,2017,AAA COFFEE BREAK SERVICE
G000565,HON. PAUL A. GOSAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/7/2017,2/7/2017,FOOD & BEVERAGE,184.56,2017,BOISE CASCADE COMPANY
G000565,HON. PAUL A. GOSAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,2/27/2017,2/27/2017,FOOD & BEVERAGE,308.36,2017,BOISE CASCADE COMPANY
G000565,HON. PAUL A. GOSAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,12/30/2016,12/30/2016,FOOD & BEVERAGE,123.04,2016,BOISE CASCADE COMPANY
G000377,HON. KAY GRANGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0500287,STANLEY NICHOLAS A.,2/13/2017,2/26/2017,FOOD & BEVERAGE,100.83,2017,STANLEY NICHOLAS A.
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0490291,SCHLIEWE STACY F.,1/1/2017,1/31/2017,FOOD & BEVERAGE,115,2017,SCHLIEWE STACY F.
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-ACME OYSTER HOUSE,1/29/2017,2/28/2017,FOOD & BEVERAGE,335.19,2017,CITI PCARD-ACME OYSTER HOUSE
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-CARLI CO CAFE,1/29/2017,2/28/2017,FOOD & BEVERAGE,132.06,2017,CITI PCARD-CARLI CO CAFE
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-LA CARRETA,1/29/2017,2/28/2017,FOOD & BEVERAGE,239.23,2017,CITI PCARD-LA CARRETA
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0479856,SCHLIEWE STACY F.,10/1/2016,10/31/2016,FOOD & BEVERAGE,123,2016,SCHLIEWE STACY F.
G000560,HON. TOM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-WM SUPERCENTER,11/29/2016,12/28/2016,FOOD & BEVERAGE,114.25,2016,CITI PCARD-WM SUPERCENTER
G000553,HON. AL GREEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-CROWN PLAZA RELIANT PA,1/3/2017,1/28/2017,FOOD & BEVERAGE,205.34,2017,CITI PCARD-CROWN PLAZA RELIANT PA
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-BAGGINS GOURMET SANDWI,1/3/2017,1/28/2017,FOOD & BEVERAGE,168.72,2017,CITI PCARD-BAGGINS GOURMET SANDWI
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-BROTHER JOHN'S BBQ,1/3/2017,1/28/2017,FOOD & BEVERAGE,389.03,2017,CITI PCARD-BROTHER JOHN'S BBQ
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-OFFICE DEPOT,1/29/2017,2/28/2017,FOOD & BEVERAGE,113.57,2017,CITI PCARD-OFFICE DEPOT
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-AMAZON MKTPLACE PMTS,11/29/2016,12/28/2016,FOOD & BEVERAGE,460.62,2016,CITI PCARD-AMAZON MKTPLACE PMTS
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-MEI WAH RESTAURANT,11/29/2016,12/28/2016,FOOD & BEVERAGE,649.17,2016,CITI PCARD-MEI WAH RESTAURANT
G000576,HON. GLENN GROTHMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/10/2017,1/10/2017,FOOD & BEVERAGE,225.72,2017,BOISE CASCADE COMPANY
G000576,HON. GLENN GROTHMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/16/2017,2/16/2017,FOOD & BEVERAGE,153.4,2017,BOISE CASCADE COMPANY
G000576,HON. GLENN GROTHMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0477009,OTT ALAN J.,11/4/2016,11/16/2016,FOOD & BEVERAGE,117,2016,OTT ALAN J.
G000576,HON. GLENN GROTHMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0477038,PARAFINIUK SADIE,11/9/2016,11/12/2016,FOOD & BEVERAGE,167.53,2016,PARAFINIUK SADIE
G000558,HON. BRETT GUTHRIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0495387,LORD MARK,1/13/2017,1/30/2017,FOOD & BEVERAGE,102,2017,LORD MARK
G000535,HON. LUIS V. GUTIERREZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/14/2017,AP,E0494286,COLLINS SUSAN M.,1/26/2017,1/26/2017,FOOD & BEVERAGE,197.01,2017,COLLINS SUSAN M.
G000535,HON. LUIS V. GUTIERREZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-DD/BR,1/29/2017,2/28/2017,FOOD & BEVERAGE,108.21,2017,CITI PCARD-DD/BR
G000535,HON. LUIS V. GUTIERREZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-USHR RAYBURN SUBWAY,1/29/2017,2/28/2017,FOOD & BEVERAGE,104,2017,CITI PCARD-USHR RAYBURN SUBWAY
G000535,HON. LUIS V. GUTIERREZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-LAZO'S TACOS INC.,11/29/2016,12/28/2016,FOOD & BEVERAGE,199.7,2016,CITI PCARD-LAZO'S TACOS INC.
G000535,HON. LUIS V. GUTIERREZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-SMOQUE BBQ,11/29/2016,12/28/2016,FOOD & BEVERAGE,217.84,2016,CITI PCARD-SMOQUE BBQ
G000535,HON. LUIS V. GUTIERREZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-TONY'S FINER FOODS,11/29/2016,12/28/2016,FOOD & BEVERAGE,146.06,2016,CITI PCARD-TONY'S FINER FOODS
H001050,HON. COLLEEN W. HANABUSA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,E0473895,BURGESS AMY E.,12/22/2016,12/22/2016,FOOD & BEVERAGE,1632.96,2016,BURGESS AMY E.
H001045,HON. GREGG HARPER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-OFFICE DEPOT,1/29/2017,2/28/2017,FOOD & BEVERAGE,241.78,2017,CITI PCARD-OFFICE DEPOT
H001045,HON. GREGG HARPER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-WB MASON,1/29/2017,2/28/2017,FOOD & BEVERAGE,499.52,2017,CITI PCARD-WB MASON
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-BRANDING IRON BBQ,1/29/2017,2/28/2017,FOOD & BEVERAGE,296.52,2017,CITI PCARD-BRANDING IRON BBQ
H001053,HON. VICKY HARTZLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-WM SUPERCENTER,11/29/2016,12/28/2016,FOOD & BEVERAGE,180.73,2016,CITI PCARD-WM SUPERCENTER
H001064,HON. DENNY HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0485681,ADLER LAUREN N.,1/3/2017,1/25/2017,FOOD & BEVERAGE,111.1,2017,ADLER LAUREN N.
H001064,HON. DENNY HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478467,SNYDER REBECCA C.,12/11/2016,12/13/2016,FOOD & BEVERAGE,161.8,2016,SNYDER REBECCA C.
H001064,HON. DENNY HECK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0485680,BURGESS JAMI,3/1/2016,3/2/2016,FOOD & BEVERAGE,252.24,2016,BURGESS JAMI
H001036,HON. JEB HENSARLING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/23/2017,1/23/2017,FOOD & BEVERAGE,158.64,2017,BOISE CASCADE COMPANY
H001036,HON. JEB HENSARLING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/1/2017,3/1/2017,FOOD & BEVERAGE,390.3,2017,BOISE CASCADE COMPANY
H001036,HON. JEB HENSARLING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/19/2016,12/19/2016,FOOD & BEVERAGE,181.85,2016,BOISE CASCADE COMPANY
H001056,HON. JAIME HERRERA BEUTLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,E0488326,RIESTERER ANGELINE R.,2/11/2017,2/11/2017,FOOD & BEVERAGE,308.85,2017,RIESTERER ANGELINE R.
H001056,HON. JAIME HERRERA BEUTLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0488333,DISTRICT DOUGHNUT CATERING,2/11/2017,2/11/2017,FOOD & BEVERAGE,108.9,2017,DISTRICT DOUGHNUT CATERING
H001072,HON. J. FRENCH HILL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0499448,MAXWELL CHLOE E.,2/21/2017,2/21/2017,FOOD & BEVERAGE,246.96,2017,MAXWELL CHLOE E.
H001065,HON. GEORGE HOLDING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/27/2017,1/27/2017,FOOD & BEVERAGE,135.98,2017,BOISE CASCADE COMPANY
H001065,HON. GEORGE HOLDING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/7/2017,2/7/2017,FOOD & BEVERAGE,301.68,2017,BOISE CASCADE COMPANY
H001065,HON. GEORGE HOLDING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/8/2017,2/8/2017,FOOD & BEVERAGE,102.29,2017,BOISE CASCADE COMPANY
H001065,HON. GEORGE HOLDING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-TARGET,1/29/2017,2/28/2017,FOOD & BEVERAGE,327.42,2017,CITI PCARD-TARGET
H001065,HON. GEORGE HOLDING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-WAL-MART,1/29/2017,2/28/2017,FOOD & BEVERAGE,122.95,2017,CITI PCARD-WAL-MART
H001065,HON. GEORGE HOLDING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-WAL-MART,11/29/2016,12/28/2016,FOOD & BEVERAGE,134.19,2016,CITI PCARD-WAL-MART
H000874,HON. STENY H. HOYER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0473315,BOSSART BETSY W.,7/19/2016,7/19/2016,FOOD & BEVERAGE,121.87,2016,BOSSART BETSY W.
H001067,HON. RICHARD HUDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/8/2017,AP,E0492284,CARTER II PATRICK C.,2/9/2017,2/10/2017,FOOD & BEVERAGE,714.08,2017,CARTER II PATRICK C.
H001067,HON. RICHARD HUDSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/27/2017,2/27/2017,FOOD & BEVERAGE,103.05,2017,BOISE CASCADE COMPANY
